,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
86,Barking and Dagenham,London,E09000002,404,346,0.8564356435643564,404,297,0.7351485148514851,404,388,0.9603960396039604,404,384,0.9504950495049505,404,365,0.9034653465346535,404,336,0.8316831683168316,October 2021 - December 2021,879,,0.4998540997957397,0.5044169611307421,0.5021355304632409,No
87,Barnet,London,E09000003,625,567,0.9072,625,605,0.968,625,615,0.984,625,591,0.9456,625,590,0.944,625,539,0.8624,October 2021 - December 2021,1140,,0.49761063785580717,0.5196354957691474,0.5086230668124773,No
88,Bexley,London,E09000004,604,530,0.8774834437086093,604,589,0.9751655629139073,604,583,0.9652317880794702,604,559,0.9254966887417219,604,555,0.9188741721854304,604,511,0.8460264900662252,October 2021 - December 2021,672,,0.7854496463455709,0.8446215139442231,0.815035580144897,No
89,Brent,London,E09000005,620,564,0.9096774193548387,620,613,0.9887096774193549,620,557,0.8983870967741936,620,584,0.9419354838709677,620,580,0.9354838709677419,620,541,0.8725806451612903,October 2021 - December 2021,1158,,0.4712913053667682,0.47373380447585395,0.47251255492131106,No
90,Bromley,London,E09000006,625,553,0.8848,625,602,0.9632,625,601,0.9616,625,593,0.9488,625,588,0.9408,625,519,0.8304,October 2021 - December 2021,777,,0.6263363754889179,0.776843467011643,0.7015899212502804,No
91,Camden,London,E09000007,307,264,0.8599348534201955,307,299,0.9739413680781759,307,302,0.9837133550488599,307,288,0.9381107491856677,307,287,0.9348534201954397,307,250,0.8143322475570033,October 2021 - December 2021,475,,0.6406712734452122,0.6656410256410257,0.653156149543119,No
92,Croydon,London,E09000008,436,372,0.8532110091743119,436,412,0.944954128440367,436,418,0.9587155963302753,436,401,0.9197247706422018,436,394,0.9036697247706422,436,342,0.7844036697247706,October 2021 - December 2021,1345,,0.276162215628091,0.2650968477022408,0.2706295316651659,No
93,Ealing,London,E09000009,698,610,0.8739255014326648,698,664,0.9512893982808023,698,664,0.9512893982808023,698,646,0.9255014326647565,698,628,0.8997134670487106,698,572,0.8194842406876791,October 2021 - December 2021,1157,,0.730593607305936,0.717327953373683,0.7239607803398096,No
94,Enfield,London,E09000010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,October 2021 - December 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
95,Greenwich,London,E09000011,259,231,0.8918918918918919,259,252,0.972972972972973,259,254,0.9806949806949807,259,246,0.9498069498069498,259,245,0.9459459459459459,259,255,0.9845559845559846,October 2021 - December 2021,1005,,0.1506849315068493,0.18339100346020762,0.16703796748352845,No
96,Hackney and City of London,London,E09000012,425,391,0.92,425,415,0.9764705882352941,425,413,0.971764705882353,425,407,0.9576470588235294,425,397,0.9341176470588235,425,371,0.8729411764705882,October 2021 - December 2021,851,,Could Not Calculate Response Rate,0.575,0.575,No
97,Hammersmith and Fulham,London,E09000013,185,DK,-,185,DK,-,185,DK,-,185,DK,-,185,DK,-,185,DK,-,October 2021 - December 2021,460,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
98,Haringey,London,E09000014,502,423,0.8426294820717132,502,494,0.9840637450199203,502,500,0.9960159362549801,502,492,0.9800796812749004,502,492,0.9800796812749004,502,422,0.8406374501992032,October 2021 - December 2021,735,,0.6921086675291074,0.7046427395456042,0.6983757035373558,No
99,Harrow,London,E09000015,565,494,0.8743362831858407,565,558,0.9876106194690265,565,563,0.9964601769911504,565,540,0.9557522123893806,565,543,0.9610619469026549,565,477,0.8442477876106195,October 2021 - December 2021,890,,0.7426955702167767,0.6920374707259953,0.7173665204713859,No
100,Havering,London,E09000016,678,431,0.6356932153392331,678,459,0.6769911504424779,678,458,0.6755162241887905,678,445,0.6563421828908554,678,446,0.6578171091445427,678,419,0.6179941002949852,October 2021 - December 2021,811,,0.8113440197287299,0.8297604035308953,0.8205522116298126,No
101,Hillingdon,London,E09000017,728,DK,-,728,DK,-,728,DK,-,728,DK,-,728,DK,-,728,DK,-,October 2021 - December 2021,1017,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
102,Hounslow,London,E09000018,501,355,0.7085828343313373,501,401,0.8003992015968064,501,366,0.7305389221556886,501,379,0.7564870259481038,501,369,0.7365269461077845,501,299,0.5968063872255489,October 2021 - December 2021,1085,,0.5738916256157636,0.4874476987447699,0.5306696621802667,No
103,Islington,London,E09000019,400,323,0.8075,400,380,0.95,400,395,0.9875,400,379,0.9475,400,363,0.9075,400,309,0.7725,October 2021 - December 2021,538,,0.6946766388033436,0.7216636197440585,0.708170129273701,No
104,Kensington and Chelsea,London,E09000020,146,DK,-,146,DK,-,146,DK,-,146,DK,-,146,DK,-,146,DK,-,October 2021 - December 2021,355,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
105,Kingston upon Thames,London,E09000021,235,222,0.9446808510638298,235,230,0.9787234042553191,235,230,0.9787234042553191,235,228,0.9702127659574468,235,229,0.9744680851063829,235,205,0.8723404255319149,October 2021 - December 2021,503,,0.5366506153023007,0.49702675916749256,0.5168386872348967,No
106,Lambeth,London,E09000022,531,477,0.8983050847457628,531,508,0.9566854990583804,531,510,0.96045197740113,531,495,0.9322033898305084,531,486,0.9152542372881356,531,446,0.839924670433145,October 2021 - December 2021,755,,0.598875351452671,0.654042988741044,0.6264591700968576,No
107,Lewisham,London,E09000023,1706,1423,0.8341148886283705,1706,1658,0.9718640093786636,1706,1655,0.97010550996483,1706,1641,0.9618991793669402,1706,1611,0.9443141852286049,1706,1478,0.8663540445486518,October 2021 - December 2021,2694,,1.7691539805340655,0.6638262009551457,1.2164900907446055,Yes
108,Merton,London,E09000024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,October 2021 - December 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
109,Newham,London,E09000025,800,692,0.865,800,788,0.985,800,756,0.945,800,783,0.97875,800,768,0.96,800,663,0.82875,October 2021 - December 2021,1236,,0.6899447061232848,0.64293893129771,0.6664418187104975,No
110,Redbridge,London,E09000026,136,109,0.8014705882352942,136,132,0.9705882352941176,136,130,0.9558823529411765,136,127,0.9338235294117647,136,124,0.9117647058823529,136,116,0.8529411764705882,October 2021 - December 2021,1085,,0.11585653610193487,0.11194710442316462,0.11390182026254975,No
111,Richmond upon Thames,London,E09000027,337,323,0.9584569732937686,337,333,0.9881305637982196,337,333,0.9881305637982196,337,330,0.9792284866468842,337,322,0.9554896142433235,337,306,0.9080118694362018,October 2021 - December 2021,518,,0.5517882025081282,0.5809290953545232,0.5663586489313257,No
112,Southwark,London,E09000028,506,446,0.8814229249011858,506,478,0.9446640316205533,506,482,0.9525691699604744,506,464,0.9169960474308301,506,467,0.9229249011857708,506,417,0.8241106719367589,October 2021 - December 2021,807,,0.6003526300323244,0.6384375,0.6193950650161621,No
113,Sutton,London,E09000029,346,311,0.8988439306358381,346,328,0.9479768786127167,346,322,0.930635838150289,346,329,0.9508670520231214,346,325,0.9393063583815029,346,297,0.8583815028901735,October 2021 - December 2021,626,,0.5928429423459245,0.6056051990251827,0.5992240706855536,No
114,Tower Hamlets,London,E09000030,702,605,0.8618233618233618,702,669,0.9529914529914529,702,598,0.8518518518518519,702,663,0.9444444444444444,702,629,0.896011396011396,702,616,0.8774928774928775,October 2021 - December 2021,874,,0.7283505154639175,0.8506923540036123,0.7895214347337649,No
115,Waltham Forest,London,E09000031,684,472,0.6900584795321637,684,520,0.7602339181286549,684,509,0.7441520467836257,684,515,0.7529239766081871,684,515,0.7529239766081871,684,459,0.6710526315789473,October 2021 - December 2021,1023,,0.5384034248300176,0.5222276502198339,0.5303155375249258,No
116,Wandsworth,London,E09000032,475,442,0.9305263157894736,475,467,0.9831578947368421,475,466,0.9810526315789474,475,456,0.96,475,448,0.9431578947368421,475,422,0.888421052631579,October 2021 - December 2021,902,,0.42964693665628245,0.4499728113104948,0.43980987398338867,No
117,Westminster,London,E09000033,208,DK,-,208,DK,-,208,DK,-,208,DK,-,208,DK,-,208,DK,-,October 2021 - December 2021,489,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
118,Bracknell Forest,South East,E06000036,275,245,0.8909090909090909,275,264,0.96,275,267,0.9709090909090909,275,262,0.9527272727272728,275,259,0.9418181818181818,275,240,0.8727272727272727,October 2021 - December 2021,349,,0.8060863411181882,0.8194244604316546,0.8127554007749214,No
119,Brighton and Hove,South East,E06000043,449,380,0.8463251670378619,449,401,0.8930957683741648,449,392,0.8730512249443207,449,392,0.8730512249443207,449,392,0.8730512249443207,449,341,0.7594654788418709,October 2021 - December 2021,546,,0.850624192854068,0.8415672913117547,0.8460957420829114,No
120,Buckinghamshire,South East,E06000060,1031,937,0.9088263821532493,1031,1004,0.973811833171678,1031,1007,0.976721629485936,1031,994,0.9641125121241513,1031,995,0.965082444228904,1031,913,0.8855480116391853,October 2021 - December 2021,1467,,0.7594291539245668,0.75,0.7547145769622834,No
121,East Sussex,South East,E10000011,1129,1035,0.91674047829938,1129,1086,0.9619131975199291,1129,1101,0.975199291408326,1129,1074,0.9512843224092117,1129,1072,0.9495128432240921,1129,982,0.8697962798937112,October 2021 - December 2021,1304,,0.9103676166873192,0.8629600626468285,0.8866638396670738,No
122,Hampshire,South East,E10000014,2969,2651,0.8928932300437857,2969,2814,0.9477938699898956,2969,2845,0.9582350959919165,2969,2773,0.933984506567868,2969,2600,0.8757157292017514,2969,2490,0.8386662175816774,October 2021 - December 2021,3536,,0.8776084915878403,0.8647456421202419,0.8711770668540411,No
123,Isle of Wight,South East,E06000046,186,170,0.9139784946236559,186,184,0.989247311827957,186,181,0.9731182795698925,186,176,0.946236559139785,186,170,0.9139784946236559,186,161,0.8655913978494624,October 2021 - December 2021,298,,0.8822412155745489,0.8570110701107011,0.8696261428426251,No
124,Kent,South East,E10000016,3300,2897,0.8778787878787879,3300,3083,0.9342424242424242,3300,2836,0.8593939393939394,3300,3111,0.9427272727272727,3300,3046,0.923030303030303,3300,2521,0.7639393939393939,October 2021 - December 2021,4031,,0.7839943342776204,0.8167732415150024,0.8003837878963114,No
125,Medway,South East,E06000035,680,579,0.8514705882352941,680,650,0.9558823529411765,680,649,0.9544117647058824,680,609,0.8955882352941177,680,607,0.8926470588235295,680,524,0.7705882352941177,October 2021 - December 2021,838,,0.8310911808669657,0.8041654613827017,0.8176283211248336,No
126,Oxfordshire,South East,E10000025,880,787,0.8943181818181818,880,854,0.9704545454545455,880,859,0.9761363636363637,880,844,0.9590909090909091,880,842,0.9568181818181818,880,761,0.8647727272727272,October 2021 - December 2021,1950,,0.4700764566306354,0.46060449496254197,0.46534047579658866,No
127,Portsmouth,South East,E06000044,296,240,0.8108108108108109,296,283,0.956081081081081,296,275,0.9290540540540541,296,269,0.9087837837837838,296,263,0.8885135135135135,296,231,0.7804054054054054,October 2021 - December 2021,551,,0.6289252543122512,0.6466575716234653,0.6377914129678582,No
128,Reading,South East,E06000038,316,277,0.8765822784810127,316,309,0.9778481012658228,316,309,0.9778481012658228,316,305,0.9651898734177216,316,301,0.9525316455696202,316,269,0.8512658227848101,October 2021 - December 2021,499,,0.6297747306562194,0.6126727012863268,0.621223715971273,No
129,Slough,South East,E06000039,451,338,0.7494456762749445,451,422,0.9356984478935698,451,dk,-,451,397,0.8802660753880266,451,388,0.8603104212860311,451,343,0.7605321507760532,October 2021 - December 2021,588,,0.7921908893709327,0.8572769953051643,0.8247339423380485,No
130,Southampton,South East,E06000045,360,296,0.8222222222222222,360,337,0.9361111111111111,360,339,0.9416666666666667,360,337,0.9361111111111111,360,325,0.9027777777777778,360,282,0.7833333333333333,October 2021 - December 2021,672,,0.625090645395214,0.6298867373036171,0.6274886913494155,No
131,Surrey,South East,E10000030,2067,1658,0.8021286889211418,2067,1658,0.8021286889211418,2067,1653,0.7997097242380261,2067,1635,0.7910014513788098,2067,1610,0.7789066279632317,2067,1489,0.7203676826318336,October 2021 - December 2021,3425,,0.543302131676237,0.4162598686192973,0.47978100014776714,No
132,West Berkshire,South East,E06000037,273,251,0.9194139194139194,273,254,0.9304029304029304,273,258,0.945054945054945,273,246,0.9010989010989011,273,246,0.9010989010989011,273,246,0.9010989010989011,October 2021 - December 2021,413,,0.5916197623514696,0.5861214374225526,0.5888705998870112,No
133,West Sussex,South East,E10000032,1901,1571,0.8264071541294056,1901,1713,0.9011046817464492,1901,1701,0.8947922146238821,1901,1684,0.8858495528669121,1901,1682,0.884797475013151,1901,1476,0.7764334560757497,October 2021 - December 2021,2192,,0.888427368178147,0.8661417322834646,0.8772845502308058,No
134,Windsor and Maidenhead,South East,E06000040,202,180,0.8910891089108911,202,195,0.9653465346534653,202,180,0.8910891089108911,202,192,0.9504950495049505,202,188,0.9306930693069307,202,160,0.7920792079207921,October 2021 - December 2021,405,,0.5548302872062664,0.5246913580246914,0.5397608226154789,No
135,Wokingham,South East,E06000041,371,354,0.954177897574124,371,367,0.9892183288409704,371,366,0.9865229110512129,371,367,0.9892183288409704,371,361,0.9730458221024259,371,347,0.9353099730458221,October 2021 - December 2021,474,,0.8371843095110156,0.7985648385443362,0.8178745740276759,No
136,Bath and North East Somerset,South West,E06000022,365,321,0.8794520547945206,365,338,0.9260273972602739,365,337,0.9232876712328767,365,341,0.9342465753424658,365,337,0.9232876712328767,365,290,0.7945205479452054,October 2021 - December 2021,452,,0.9480069324090121,0.9409403669724771,0.9444736496907447,No
137,"Bournemouth, Christchurch and Poole",South West,E06000058,707,595,0.8415841584158416,707,654,0.925035360678925,707,618,0.8741159830268741,707,635,0.8981612446958982,707,625,0.884016973125884,707,631,0.8925035360678925,October 2021 - December 2021,867,,0.726664809139036,0.755066589461494,0.7408656993002649,No
138,Bristol,South West,E06000023,1109,997,0.8990081154192967,1109,1073,0.9675383228133454,1109,1073,0.9675383228133454,1109,1071,0.9657348963029756,1109,1061,0.9567177637511272,1109,954,0.8602344454463481,October 2021 - December 2021,1262,,0.8785245268443415,0.8912617554858934,0.8848931411651174,No
139,Cornwall and Isles of Scilly,South West,E06000052,990,897,0.906060606060606,990,959,0.9686868686868687,990,964,0.9737373737373738,990,951,0.9606060606060606,990,925,0.9343434343434344,990,861,0.8696969696969697,October 2021 - December 2021,1088,,Could Not Calculate Response Rate,0.9092945128779395,0.9092945128779395,No
140,Devon,South West,E10000008,645,558,0.8651162790697674,645,609,0.9441860465116279,645,609,0.9441860465116279,645,589,0.9131782945736434,645,586,0.9085271317829458,645,536,0.8310077519379845,October 2021 - December 2021,1731,,0.5316214233308878,0.5078497336697505,0.5197355785003192,No
141,Dorset,South West,E06000059,589,495,0.8404074702886248,589,535,0.9083191850594228,589,505,0.8573853989813243,589,516,0.8760611205432938,589,509,0.8641765704584041,589,515,0.8743633276740238,October 2021 - December 2021,692,,0.7415416811998605,0.7560455192034139,0.7487936002016372,No
142,Gloucestershire,South West,E10000013,1341,1095,0.8165548098434005,1341,1239,0.9239373601789709,1341,1303,0.9716629381058911,1341,1264,0.9425801640566741,1341,1239,0.9239373601789709,1341,1044,0.7785234899328859,October 2021 - December 2021,1564,,0.8490596367143546,0.8329916416968932,0.8410256392056239,No
143,North Somerset,South West,E06000024,361,294,0.814404432132964,361,346,0.9584487534626038,361,346,0.9584487534626038,361,353,0.9778393351800554,361,349,0.9667590027700831,361,278,0.7700831024930748,October 2021 - December 2021,519,,0.5379777455249153,0.5006753714542999,0.5193265584896076,No
144,Plymouth,South West,E06000026,381,319,0.8372703412073491,381,356,0.9343832020997376,381,357,0.937007874015748,381,342,0.8976377952755905,381,343,0.9002624671916011,381,291,0.7637795275590551,October 2021 - December 2021,679,,0.6509470429068419,0.5971631205673759,0.6240550817371089,No
145,Somerset,South West,E10000027,962,809,0.840956340956341,962,866,0.9002079002079002,962,866,0.9002079002079002,962,854,0.8877338877338877,962,854,0.8877338877338877,962,794,0.8253638253638254,October 2021 - December 2021,962,,0.769461639467267,0.989387361312108,0.8794245003896874,No
146,South Gloucestershire,South West,E06000025,505,447,0.8851485148514852,505,479,0.9485148514851485,505,478,0.9465346534653465,505,481,0.9524752475247524,505,479,0.9485148514851485,505,422,0.8356435643564356,October 2021 - December 2021,805,,0.586057336295356,0.5633201098565761,0.5746887230759661,No
147,Swindon,South West,E06000030,555,498,0.8972972972972973,555,537,0.9675675675675676,555,536,0.9657657657657658,555,535,0.963963963963964,555,524,0.9441441441441442,555,490,0.8828828828828829,October 2021 - December 2021,688,,0.8547297297297297,0.8114754098360656,0.8331025697828977,No
148,Torbay,South West,E06000027,188,178,0.9468085106382979,188,163,0.8670212765957447,188,178,0.9468085106382979,188,171,0.9095744680851063,188,188,1,188,152,0.8085106382978723,October 2021 - December 2021,242,,0.5853448275862069,0.7724687144482366,0.6789067710172217,No
149,Wiltshire,South West,E06000054,994,907,0.9124748490945674,994,842,0.8470824949698189,994,860,0.8651911468812877,994,839,0.8440643863179075,994,822,0.8269617706237424,994,786,0.7907444668008048,October 2021 - December 2021,1260,,0.7758689572512985,0.7647174640677299,0.7702932106595142,No
0,County Durham,North East,E06000047,993,886,0.892245720040282,993,962,0.9687814702920443,993,953,0.959718026183283,993,935,0.9415911379657603,993,922,0.9284994964753273,993,846,0.851963746223565,January 2022 - March 2022,1259,,0.8945726762320648,0.9089372491020494,0.9017549626670571,No
1,Darlington,North East,E06000005,259,246,0.9498069498069498,259,258,0.9961389961389961,259,257,0.9922779922779923,259,255,0.9845559845559846,259,251,0.9691119691119691,259,245,0.9459459459459459,January 2022 - March 2022,253,,1.0372137404580153,1.0502415458937198,1.0437276431758675,No
2,Gateshead,North East,E08000037,394,348,0.883248730964467,394,374,0.949238578680203,394,370,0.9390862944162437,394,361,0.916243654822335,394,365,0.9263959390862944,394,331,0.8401015228426396,January 2022 - March 2022,481,,0.7525252525252525,0.8084644601193706,0.7804948563223115,No
3,Hartlepool,North East,E06000001,285,261,0.9157894736842105,285,254,0.8912280701754386,285,229,0.8035087719298246,285,281,0.9859649122807017,285,273,0.9578947368421052,285,201,0.7052631578947368,January 2022 - March 2022,260,,0.9350104821802935,0.8893320039880359,0.9121712430841646,No
4,Middlesbrough,North East,E06000002,413,368,0.8910411622276029,413,407,0.9854721549636803,413,398,0.9636803874092009,413,382,0.9249394673123487,413,382,0.9249394673123487,413,356,0.8619854721549637,January 2022 - March 2022,427,,0.9058139534883721,0.9599507085643869,0.9328823310263795,No
5,Newcastle upon Tyne,North East,E08000021,581,493,0.8485370051635112,581,546,0.9397590361445783,581,557,0.9586919104991394,581,532,0.9156626506024096,581,533,0.9173838209982789,581,465,0.8003442340791739,January 2022 - March 2022,782,,0.644233910486769,0.6336760925449871,0.638955001515878,No
6,North Tyneside,North East,E08000022,430,386,0.8976744186046511,430,403,0.9372093023255814,430,410,0.9534883720930233,430,402,0.9348837209302325,430,399,0.9279069767441861,430,363,0.8441860465116279,January 2022 - March 2022,556,,0.7818096135721018,0.7231909328683522,0.7525002732202271,No
7,Northumberland,North East,E06000057,519,468,0.9017341040462428,519,500,0.9633911368015414,519,489,0.9421965317919075,519,487,0.9383429672447013,519,483,0.930635838150289,519,448,0.8631984585741811,January 2022 - March 2022,601,,0.9163816039528696,0.8939562476826103,0.90516892581774,No
8,Redcar and Cleveland,North East,E06000003,341,300,0.8797653958944281,341,325,0.9530791788856305,341,328,0.9618768328445748,341,323,0.9472140762463344,341,320,0.9384164222873901,341,291,0.8533724340175953,January 2022 - March 2022,354,,0.8923533778767632,0.8970149253731343,0.8946841516249487,No
9,South Tyneside,North East,E08000023,380,297,0.781578947368421,380,290,0.7631578947368421,380,282,0.7421052631578947,380,312,0.8210526315789474,380,304,0.8,380,237,0.6236842105263158,January 2022 - March 2022,380,,1.003408316291752,0.9879194630872483,0.9956638896895001,No
10,Stockton on Tees,North East,E06000004,439,395,0.8997722095671982,439,420,0.9567198177676538,439,425,0.9681093394077449,439,404,0.9202733485193622,439,407,0.9271070615034168,439,373,0.8496583143507973,January 2022 - March 2022,532,,0.8527430221366699,0.8515136953387794,0.8521283587377246,No
11,Sunderland,North East,E08000024,587,513,0.8739352640545145,587,560,0.9540034071550255,587,557,0.948892674616695,587,560,0.9540034071550255,587,544,0.9267461669505963,587,487,0.8296422487223168,January 2022 - March 2022,640,,0.8766184310738766,0.9312297734627831,0.9039241022683299,No
12,Blackburn with Darwen,North West,E06000008,517,380,0.7350096711798839,517,490,0.9477756286266924,517,489,0.9458413926499033,517,483,0.9342359767891683,517,475,0.9187620889748549,517,381,0.7369439071566731,January 2022 - March 2022,545,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
13,Blackpool,North West,E06000009,311,262,0.842443729903537,311,306,0.9839228295819936,311,310,0.9967845659163987,311,303,0.9742765273311897,311,295,0.9485530546623794,311,252,0.8102893890675241,January 2022 - March 2022,391,,0.8839662447257384,0.7925598991172762,0.8382630719215073,No
14,Bolton,North West,E08000001,778,778,1,778,763,0.980719794344473,778,763,0.980719794344473,778,764,0.9820051413881749,778,742,0.9537275064267352,778,558,0.7172236503856041,January 2022 - March 2022,857,,0.7552934870008041,0.8049128820337047,0.7801031845172544,No
15,Bury,North West,E08000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,January 2022 - March 2022,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
16,Cheshire East,North West,E06000049,803,721,0.8978829389788294,803,777,0.9676214196762142,803,783,0.975093399750934,803,779,0.9701120797011208,803,770,0.958904109589041,803,686,0.8542963885429639,January 2022 - March 2022,971,,0.8883116883116883,0.8693441789527199,0.878827933632204,No
17,Cheshire West and Chester,North West,E06000050,754,673,0.8925729442970822,754,722,0.9575596816976127,754,722,0.9575596816976127,754,711,0.9429708222811671,754,704,0.9336870026525199,754,640,0.8488063660477454,January 2022 - March 2022,921,,0.7647743813682678,0.7679041216018708,0.7663392514850693,No
18,Cumbria,North West,E10000006,480,DK,-,480,DK,-,480,DK,-,480,DK,-,480,DK,-,480,DK,-,January 2022 - March 2022,1150,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
19,Halton,North West,E06000006,283,225,0.7950530035335689,283,241,0.8515901060070671,283,245,0.8657243816254417,283,249,0.8798586572438163,283,239,0.8445229681978799,283,190,0.6713780918727915,January 2022 - March 2022,364,,0.7259887005649718,0.7374461979913917,0.7317174492781817,No
20,Knowsley,North West,E08000011,86,82,0.9534883720930233,86,85,0.9883720930232558,86,84,0.9767441860465116,86,84,0.9767441860465116,86,84,0.9767441860465116,86,79,0.9186046511627907,January 2022 - March 2022,521,,0.5712820512820512,0.5550572994519183,0.5631696753669848,No
21,Lancashire,North West,E10000017,1616,1452,0.8985148514851485,1616,1569,0.9709158415841584,1616,1572,0.9727722772277227,1616,1531,0.9474009900990099,1616,1519,0.9399752475247525,1616,1404,0.8688118811881188,January 2022 - March 2022,3301,,0.6830544762508921,0.6648143860461526,0.6739344311485224,No
22,Liverpool,North West,E08000012,1273,1120,0.8798114689709348,1273,1243,0.97643362136685,1273,1196,0.9395129615082483,1273,1201,0.94344069128044,1273,1180,0.9269442262372348,1273,1033,0.8114689709347996,January 2022 - March 2022,1378,,0.941909509202454,0.9275061355484236,0.9347078223754388,No
23,Manchester,North West,E08000003,1396,1185,0.8488538681948424,1396,1341,0.9606017191977078,1396,1296,0.9283667621776505,1396,1323,0.9477077363896849,1396,1299,0.9305157593123209,1396,1113,0.7972779369627507,January 2022 - March 2022,1938,,0.7442255916111662,0.7266187050359713,0.7354221483235688,No
24,Oldham,North West,E08000004,655,481,0.7343511450381679,655,587,0.8961832061068702,655,567,0.8656488549618321,655,543,0.8290076335877863,655,532,0.8122137404580153,655,408,0.6229007633587786,January 2022 - March 2022,783,,0.6942492012779553,0.6740074441687345,0.6841283227233449,No
25,Rochdale,North West,E08000005,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,January 2022 - March 2022,DK,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
26,Salford,North West,E08000006,517,425,0.8220502901353965,517,394,0.7620889748549323,517,332,0.6421663442940039,517,395,0.7640232108317214,517,443,0.8568665377176016,517,253,0.48936170212765956,January 2022 - March 2022,843,,0.6935300794551645,0.7419550698239222,0.7177425746395434,No
27,Sefton,North West,E08000014,632,542,0.8575949367088608,632,621,0.9825949367088608,632,605,0.9572784810126582,632,598,0.9462025316455697,632,598,0.9462025316455697,632,515,0.814873417721519,January 2022 - March 2022,697,,0.9092592592592592,0.9092592592592592,0.9092592592592592,No
28,St Helens,North West,E08000013,221,200,0.9049773755656109,221,217,0.9819004524886877,221,216,0.9773755656108597,221,211,0.9547511312217195,221,206,0.9321266968325792,221,195,0.8823529411764706,January 2022 - March 2022,476,,0.7444743935309973,0.7174025974025974,0.7309384954667973,No
29,Stockport,North West,E08000007,703,571,0.8122332859174964,703,636,0.9046941678520626,703,648,0.9217638691322901,703,653,0.9288762446657184,703,622,0.8847795163584637,703,508,0.7226173541963016,January 2022 - March 2022,783,,0.9067716535433071,0.9195145320983711,0.913143092820839,No
30,Tameside,North West,E08000008,640,519,0.8109375,640,603,0.9421875,640,597,0.9328125,640,598,0.934375,640,578,0.903125,640,498,0.778125,January 2022 - March 2022,735,,0.8829394387001477,0.8521026372059872,0.8675210379530675,No
31,Trafford,North West,E08000009,453,407,0.8984547461368654,453,437,0.9646799116997793,453,431,0.9514348785871964,453,432,0.9536423841059603,453,420,0.9271523178807947,453,384,0.847682119205298,January 2022 - March 2022,589,,0.717465305053679,0.7205998421468035,0.7190325736002412,No
32,Warrington,North West,E06000007,527,455,0.8633776091081594,527,491,0.9316888045540797,527,482,0.9146110056925996,527,484,0.9184060721062619,527,460,0.872865275142315,527,393,0.74573055028463,January 2022 - March 2022,574,,0.773371104815864,0.7548387096774194,0.7641049072466417,No
33,Wigan,North West,E08000010,593,509,0.8583473861720068,593,564,0.9510961214165261,593,572,0.9645868465430016,593,552,0.9308600337268128,593,549,0.9258010118043845,593,498,0.8397976391231029,January 2022 - March 2022,811,,0.7516758962401632,0.8029265255292652,0.7773012108847142,No
34,Wirral,North West,E08000015,595,509,0.8554621848739495,595,555,0.9327731092436975,595,561,0.9428571428571428,595,542,0.9109243697478991,595,541,0.9092436974789916,595,485,0.8151260504201681,January 2022 - March 2022,870,,0.6999065129323777,0.6714499252615844,0.685678219096981,No
35,Barnsley,Yorkshire and The Humber,E08000016,763,681,0.8925294888597641,763,733,0.9606815203145478,763,742,0.9724770642201835,763,719,0.9423328964613368,763,715,0.9370904325032765,763,658,0.8623853211009175,January 2022 - March 2022,728,,0.9492273730684326,0.9290601368383147,0.9391437549533737,No
36,Bradford,Yorkshire and The Humber,E08000032,639,523,0.8184663536776213,639,592,0.9264475743348983,639,580,0.9076682316118936,639,574,0.8982785602503912,639,556,0.8701095461658842,639,498,0.7793427230046949,January 2022 - March 2022,1784,,0.235607821687406,0.23293226983912396,0.234270045763265,No
37,Calderdale,Yorkshire and The Humber,E08000033,437,412,0.9427917620137299,437,427,0.977116704805492,437,435,0.9954233409610984,437,431,0.9862700228832952,437,422,0.965675057208238,437,398,0.9107551487414187,January 2022 - March 2022,610,,0.7173713235294118,0.7134369287020109,0.7154041261157114,No
