,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
98,Haringey,London,E09000014,584,506,0.8664383561643836,584,561,0.9606164383561644,584,581,0.9948630136986302,584,571,0.9777397260273972,584,560,0.958904109589041,584,506,0.8664383561643836,April 2021 - June 2021,802,,0.6921086675291074,0.7046427395456042,0.6983757035373558,No
99,Harrow,London,E09000015,667,652,0.9775112443778111,667,539,0.808095952023988,667,656,0.9835082458770614,667,646,0.9685157421289355,667,628,0.9415292353823088,667,514,0.7706146926536732,April 2021 - June 2021,819,,0.7426955702167767,0.6920374707259953,0.7173665204713859,No
100,Havering,London,E09000016,708,19,0.026836158192090395,708,37,0.052259887005649715,708,36,0.05084745762711865,708,31,0.043785310734463276,708,32,0.04519774011299435,708,19,0.026836158192090395,April 2021 - June 2021,830,,0.8113440197287299,0.8297604035308953,0.8205522116298126,No
101,Hillingdon,London,E09000017,684,DK,-,684,DK,-,684,DK,-,684,DK,-,684,DK,-,684,DK,-,April 2021 - June 2021,1003,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
102,Hounslow,London,E09000018,506,344,0.6798418972332015,506,415,0.8201581027667985,506,387,0.7648221343873518,506,406,0.8023715415019763,506,379,0.7490118577075099,506,274,0.541501976284585,April 2021 - June 2021,1109,,0.5738916256157636,0.4874476987447699,0.5306696621802667,No
103,Islington,London,E09000019,426,356,0.8356807511737089,426,410,0.9624413145539906,426,424,0.9953051643192489,426,414,0.971830985915493,426,400,0.9389671361502347,426,346,0.812206572769953,April 2021 - June 2021,577,,0.6946766388033436,0.7216636197440585,0.708170129273701,No
104,Kensington and Chelsea,London,E09000020,205,DK,-,205,DK,-,205,DK,-,205,DK,-,205,DK,-,205,DK,-,April 2021 - June 2021,359,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
105,Kingston upon Thames,London,E09000021,255,235,0.9215686274509803,255,248,0.9725490196078431,255,250,0.9803921568627451,255,246,0.9647058823529412,255,242,0.9490196078431372,255,226,0.8862745098039215,April 2021 - June 2021,525,,0.5366506153023007,0.49702675916749256,0.5168386872348967,No
106,Lambeth,London,E09000022,458,410,0.8951965065502183,458,436,0.9519650655021834,458,439,0.9585152838427947,458,422,0.9213973799126638,458,425,0.9279475982532751,458,384,0.8384279475982532,April 2021 - June 2021,715,,0.598875351452671,0.654042988741044,0.6264591700968576,No
107,Lewisham,London,E09000023,1930,1675,0.8678756476683938,1930,1891,0.9797927461139896,1930,1891,0.9797927461139896,1930,1882,0.9751295336787564,1930,1850,0.9585492227979274,1930,1658,0.8590673575129534,April 2021 - June 2021,2794,,1.7691539805340655,0.6638262009551457,1.2164900907446055,Yes
108,Merton,London,E09000024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,April 2021 - June 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
109,Newham,London,E09000025,882,767,0.8696145124716553,882,865,0.9807256235827665,882,817,0.9263038548752834,882,854,0.9682539682539683,882,837,0.9489795918367347,882,722,0.81859410430839,April 2021 - June 2021,1380,,0.6899447061232848,0.64293893129771,0.6664418187104975,No
110,Redbridge,London,E09000026,82,59,0.7195121951219512,82,66,0.8048780487804879,82,66,0.8048780487804879,82,63,0.7682926829268293,82,64,0.7804878048780488,82,56,0.6829268292682927,April 2021 - June 2021,1127,,0.11585653610193487,0.11194710442316462,0.11390182026254975,No
111,Richmond upon Thames,London,E09000027,190,180,0.9473684210526315,190,188,0.9894736842105263,190,190,1,190,189,0.9947368421052631,190,187,0.9842105263157894,190,174,0.9157894736842105,April 2021 - June 2021,510,,0.5517882025081282,0.5809290953545232,0.5663586489313257,No
112,Southwark,London,E09000028,553,476,0.8607594936708861,553,525,0.9493670886075949,553,531,0.9602169981916817,553,516,0.9330922242314648,553,505,0.9132007233273056,553,453,0.8191681735985533,April 2021 - June 2021,843,,0.6003526300323244,0.6384375,0.6193950650161621,No
113,Sutton,London,E09000029,449,416,0.9265033407572383,449,433,0.9643652561247216,449,430,0.9576837416481069,449,434,0.9665924276169265,449,426,0.9487750556792873,449,397,0.8841870824053452,April 2021 - June 2021,627,,0.5928429423459245,0.6056051990251827,0.5992240706855536,No
114,Tower Hamlets,London,E09000030,777,717,0.9227799227799228,777,751,0.9665379665379665,777,717,0.9227799227799228,777,751,0.9665379665379665,777,725,0.9330759330759331,777,697,0.8970398970398971,April 2021 - June 2021,891,,0.7283505154639175,0.8506923540036123,0.7895214347337649,No
115,Waltham Forest,London,E09000031,686,556,0.8104956268221575,686,593,0.8644314868804664,686,591,0.8615160349854227,686,592,0.8629737609329446,686,592,0.8629737609329446,686,545,0.7944606413994169,April 2021 - June 2021,1082,,0.5384034248300176,0.5222276502198339,0.5303155375249258,No
116,Wandsworth,London,E09000032,334,310,0.9281437125748503,334,323,0.9670658682634731,334,330,0.9880239520958084,334,323,0.9670658682634731,334,322,0.9640718562874252,334,291,0.8712574850299402,April 2021 - June 2021,1011,,0.42964693665628245,0.4499728113104948,0.43980987398338867,No
117,Westminster,London,E09000033,248,DK,-,248,DK,-,248,DK,-,248,DK,-,248,DK,-,248,DK,-,April 2021 - June 2021,530,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
118,Bracknell Forest,South East,E06000036,303,280,0.9240924092409241,303,297,0.9801980198019802,303,297,0.9801980198019802,303,295,0.9735973597359736,303,291,0.9603960396039604,303,275,0.9075907590759076,April 2021 - June 2021,357,,0.8060863411181882,0.8194244604316546,0.8127554007749214,No
119,Brighton and Hove,South East,E06000043,536,488,0.9104477611940298,536,521,0.9720149253731343,536,520,0.9701492537313433,536,506,0.9440298507462687,536,506,0.9440298507462687,536,476,0.8880597014925373,April 2021 - June 2021,620,,0.850624192854068,0.8415672913117547,0.8460957420829114,No
120,Buckinghamshire,South East,E06000060,1174,1062,0.9045996592844975,1174,1151,0.9804088586030665,1174,1150,0.979557069846678,1174,1150,0.979557069846678,1174,1153,0.9821124361158433,1174,1038,0.8841567291311755,April 2021 - June 2021,1515,,0.7594291539245668,0.75,0.7547145769622834,No
121,East Sussex,South East,E10000011,1153,1073,0.9306157849089333,1153,1123,0.97398091934085,1153,1131,0.9809193408499567,1153,1125,0.9757155247181266,1153,1108,0.9609713790112749,1153,1022,0.8863833477883781,April 2021 - June 2021,1317,,0.9103676166873192,0.8629600626468285,0.8866638396670738,No
122,Hampshire,South East,E10000014,3297,2953,0.8956627236882014,3297,3103,0.9411586290567182,3297,3129,0.9490445859872612,3297,3078,0.9335759781619655,3297,2910,0.8826205641492265,3297,2838,0.8607825295723385,April 2021 - June 2021,3528,,0.8776084915878403,0.8647456421202419,0.8711770668540411,No
123,Isle of Wight,South East,E06000046,271,236,0.8708487084870848,271,255,0.940959409594096,271,263,0.9704797047970479,271,254,0.9372693726937269,271,252,0.9298892988929889,271,219,0.8081180811808119,April 2021 - June 2021,280,,0.8822412155745489,0.8570110701107011,0.8696261428426251,No
124,Kent,South East,E10000016,3341,3013,0.9018258006584855,3341,3163,0.9467225381622268,3341,2899,0.867704280155642,3341,3193,0.9557018856629752,3341,3125,0.9353486979946124,3341,2650,0.7931756958994313,April 2021 - June 2021,4123,,0.7839943342776204,0.8167732415150024,0.8003837878963114,No
125,Medway,South East,E06000035,728,656,0.9010989010989011,728,719,0.9876373626373627,728,712,0.978021978021978,728,682,0.9368131868131868,728,678,0.9313186813186813,728,604,0.8296703296703297,April 2021 - June 2021,879,,0.8310911808669657,0.8041654613827017,0.8176283211248336,No
126,Oxfordshire,South East,E10000025,855,766,0.895906432748538,855,820,0.9590643274853801,855,819,0.9578947368421052,855,813,0.9508771929824561,855,805,0.9415204678362573,855,730,0.8538011695906432,April 2021 - June 2021,1894,,0.4700764566306354,0.46060449496254197,0.46534047579658866,No
127,Portsmouth,South East,E06000044,345,288,0.8347826086956521,345,325,0.9420289855072463,345,327,0.9478260869565217,345,307,0.8898550724637682,345,303,0.8782608695652174,345,343,0.9942028985507246,April 2021 - June 2021,510,,0.6289252543122512,0.6466575716234653,0.6377914129678582,No
128,Reading,South East,E06000038,364,335,0.9203296703296703,364,354,0.9725274725274725,364,356,0.978021978021978,364,352,0.967032967032967,364,351,0.9642857142857143,364,328,0.9010989010989011,April 2021 - June 2021,545,,0.6297747306562194,0.6126727012863268,0.621223715971273,No
129,Slough,South East,E06000039,447,320,0.7158836689038032,447,413,0.9239373601789709,447,399,0.8926174496644296,447,404,0.9038031319910514,447,404,0.9038031319910514,447,322,0.7203579418344519,April 2021 - June 2021,547,,0.7921908893709327,0.8572769953051643,0.8247339423380485,No
130,Southampton,South East,E06000045,546,465,0.8516483516483516,546,525,0.9615384615384616,546,523,0.9578754578754579,546,524,0.9597069597069597,546,505,0.924908424908425,546,441,0.8076923076923077,April 2021 - June 2021,690,,0.625090645395214,0.6298867373036171,0.6274886913494155,No
131,Surrey,South East,E10000030,1541,1431,0.9286177806619078,1541,1377,0.8935756002595717,1541,1464,0.9500324464633355,1541,1472,0.9552238805970149,1541,1411,0.9156391953277093,1541,1354,0.8786502271252433,April 2021 - June 2021,5716,,0.543302131676237,0.4162598686192973,0.47978100014776714,No
132,West Berkshire,South East,E06000037,131,119,0.9083969465648855,131,125,0.9541984732824428,131,123,0.9389312977099237,131,122,0.9312977099236641,131,115,0.8778625954198473,131,103,0.7862595419847328,April 2021 - June 2021,413,,0.5916197623514696,0.5861214374225526,0.5888705998870112,No
133,West Sussex,South East,E10000032,1929,1647,0.8538102643856921,1929,1769,0.9170554691550026,1929,1791,0.9284603421461898,1929,1777,0.9212026956972524,1929,1754,0.909279419388284,1929,1560,0.8087091757387247,April 2021 - June 2021,2204,,0.888427368178147,0.8661417322834646,0.8772845502308058,No
134,Windsor and Maidenhead,South East,E06000040,224,190,0.8482142857142857,224,207,0.9241071428571429,224,200,0.8928571428571429,224,207,0.9241071428571429,224,200,0.8928571428571429,224,174,0.7767857142857143,April 2021 - June 2021,435,,0.5548302872062664,0.5246913580246914,0.5397608226154789,No
135,Wokingham,South East,E06000041,411,396,0.9635036496350365,411,404,0.9829683698296837,411,408,0.9927007299270073,411,408,0.9927007299270073,411,405,0.9854014598540146,411,391,0.9513381995133819,April 2021 - June 2021,518,,0.8371843095110156,0.7985648385443362,0.8178745740276759,No
136,Bath and North East Somerset,South West,E06000022,458,410,0.8951965065502183,458,436,0.9519650655021834,458,440,0.9606986899563319,458,438,0.9563318777292577,458,436,0.9519650655021834,458,381,0.8318777292576419,April 2021 - June 2021,432,,0.9480069324090121,0.9409403669724771,0.9444736496907447,No
137,"Bournemouth, Christchurch and Poole",South West,E06000058,456,430,0.9429824561403509,456,456,1,456,447,0.9802631578947368,456,454,0.9956140350877193,456,450,0.9868421052631579,456,456,1,April 2021 - June 2021,876,,0.726664809139036,0.755066589461494,0.7408656993002649,No
138,Bristol,South West,E06000023,1158,1023,0.883419689119171,1158,1122,0.9689119170984456,1158,1113,0.961139896373057,1158,1123,0.9697754749568221,1158,1108,0.9568221070811744,1158,982,0.8480138169257341,April 2021 - June 2021,1309,,0.8785245268443415,0.8912617554858934,0.8848931411651174,No
139,Cornwall and Isles of Scilly,South West,E06000052,1005,939,0.9343283582089552,1005,972,0.9671641791044776,1005,981,0.9761194029850746,1005,978,0.9731343283582089,1005,967,0.9621890547263682,1005,912,0.9074626865671642,April 2021 - June 2021,1108,,Could Not Calculate Response Rate,0.9092945128779395,0.9092945128779395,No
140,Devon,South West,E10000008,1180,1092,0.9254237288135593,1180,1138,0.964406779661017,1180,1152,0.976271186440678,1180,1117,0.9466101694915254,1180,1124,0.9525423728813559,1180,1056,0.8949152542372881,April 2021 - June 2021,1850,,0.5316214233308878,0.5078497336697505,0.5197355785003192,No
141,Dorset,South West,E06000059,372,354,0.9516129032258065,372,362,0.9731182795698925,372,357,0.9596774193548387,372,372,1,372,364,0.978494623655914,372,372,1,April 2021 - June 2021,709,,0.7415416811998605,0.7560455192034139,0.7487936002016372,No
142,Gloucestershire,South West,E10000013,1281,1066,0.8321623731459797,1281,1198,0.9352068696330992,1281,1244,0.9711163153786104,1281,1218,0.9508196721311475,1281,1199,0.9359875097580016,1281,1029,0.8032786885245902,April 2021 - June 2021,1654,,0.8490596367143546,0.8329916416968932,0.8410256392056239,No
143,North Somerset,South West,E06000024,75,64,0.8533333333333334,75,69,0.92,75,68,0.9066666666666666,75,68,0.9066666666666666,75,68,0.9066666666666666,75,57,0.76,April 2021 - June 2021,562,,0.5379777455249153,0.5006753714542999,0.5193265584896076,No
144,Plymouth,South West,E06000026,459,389,0.8474945533769063,459,438,0.954248366013072,459,441,0.9607843137254902,459,425,0.9259259259259259,459,418,0.9106753812636166,459,362,0.7886710239651417,April 2021 - June 2021,725,,0.6509470429068419,0.5971631205673759,0.6240550817371089,No
145,Somerset,South West,E10000027,1067,889,0.8331771321462043,1067,902,0.845360824742268,1067,922,0.8641049671977507,1067,926,0.8678537956888472,1067,926,0.8678537956888472,1067,900,0.8434864104967198,April 2021 - June 2021,1102,,0.769461639467267,0.989387361312108,0.8794245003896874,No
146,South Gloucestershire,South West,E06000025,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,April 2021 - June 2021,847,,0.586057336295356,0.5633201098565761,0.5746887230759661,No
147,Swindon,South West,E06000030,541,482,0.8909426987060998,541,520,0.9611829944547134,541,524,0.9685767097966729,541,514,0.9500924214417745,541,508,0.9390018484288355,541,471,0.8706099815157117,April 2021 - June 2021,716,,0.8547297297297297,0.8114754098360656,0.8331025697828977,No
148,Torbay,South West,E06000027,127,120,0.9448818897637795,127,115,0.905511811023622,127,121,0.952755905511811,127,114,0.8976377952755905,127,127,1,127,104,0.8188976377952756,April 2021 - June 2021,167,,0.5853448275862069,0.7724687144482366,0.6789067710172217,No
149,Wiltshire,South West,E06000054,1001,950,0.949050949050949,1001,974,0.973026973026973,1001,991,0.99000999000999,1001,965,0.964035964035964,1001,967,0.9660339660339661,1001,924,0.9230769230769231,April 2021 - June 2021,1309,,0.7758689572512985,0.7647174640677299,0.7702932106595142,No
0,County Durham,North East,E06000047,1100,974,0.8854545454545455,1100,1048,0.9527272727272728,1100,1048,0.9527272727272728,1100,1037,0.9427272727272727,1100,1021,0.9281818181818182,1100,930,0.8454545454545455,July 2021 - September 2021,1174,,0.8945726762320648,0.9089372491020494,0.9017549626670571,No
1,Darlington,North East,E06000005,254,244,0.9606299212598425,254,252,0.9921259842519685,254,252,0.9921259842519685,254,251,0.9881889763779528,254,249,0.9803149606299213,254,243,0.9566929133858267,July 2021 - September 2021,271,,1.0372137404580153,1.0502415458937198,1.0437276431758675,No
2,Gateshead,North East,E08000037,334,287,0.8592814371257484,334,321,0.9610778443113772,334,322,0.9640718562874252,334,317,0.9491017964071856,334,312,0.9341317365269461,334,280,0.8383233532934131,July 2021 - September 2021,448,,0.7525252525252525,0.8084644601193706,0.7804948563223115,No
3,Hartlepool,North East,E06000001,211,179,0.8483412322274881,211,188,0.8909952606635071,211,157,0.7440758293838863,211,193,0.9146919431279621,211,179,0.8483412322274881,211,143,0.6777251184834123,July 2021 - September 2021,234,,0.9350104821802935,0.8893320039880359,0.9121712430841646,No
4,Middlesbrough,North East,E06000002,356,325,0.9129213483146067,356,343,0.9634831460674157,356,348,0.9775280898876404,356,328,0.9213483146067416,356,330,0.9269662921348315,356,309,0.8679775280898876,July 2021 - September 2021,374,,0.9058139534883721,0.9599507085643869,0.9328823310263795,No
5,Newcastle upon Tyne,North East,E08000021,530,448,0.8452830188679246,530,511,0.9641509433962264,530,506,0.9547169811320755,530,496,0.9358490566037736,530,483,0.9113207547169812,530,432,0.8150943396226416,July 2021 - September 2021,767,,0.644233910486769,0.6336760925449871,0.638955001515878,No
6,North Tyneside,North East,E08000022,410,371,0.9048780487804878,410,394,0.9609756097560975,410,397,0.9682926829268292,410,392,0.9560975609756097,410,387,0.9439024390243902,410,354,0.8634146341463415,July 2021 - September 2021,571,,0.7818096135721018,0.7231909328683522,0.7525002732202271,No
7,Northumberland,North East,E06000057,621,578,0.9307568438003221,621,596,0.9597423510466989,621,604,0.9726247987117552,621,602,0.9694041867954911,621,591,0.9516908212560387,621,562,0.9049919484702094,July 2021 - September 2021,674,,0.9163816039528696,0.8939562476826103,0.90516892581774,No
8,Redcar and Cleveland,North East,E06000003,292,262,0.8972602739726028,292,278,0.952054794520548,292,275,0.9417808219178082,292,271,0.928082191780822,292,271,0.928082191780822,292,247,0.8458904109589042,July 2021 - September 2021,297,,0.8923533778767632,0.8970149253731343,0.8946841516249487,No
9,South Tyneside,North East,E08000023,343,272,0.793002915451895,343,297,0.8658892128279884,343,299,0.8717201166180758,343,299,0.8717201166180758,343,298,0.8688046647230321,343,261,0.760932944606414,July 2021 - September 2021,348,,1.003408316291752,0.9879194630872483,0.9956638896895001,No
